PartitionKey,RowKey,Timestamp,DeepLink,DeepLink@type,IsDeleted,IsDeleted@type,Name,Name@type,Type,Type@type,GroupType,GroupType@type,ImgUrl,ImgUrl@type,ChildPartitionKey,ChildPartitionKey@type,ChildRowKey,ChildRowKey@type,ParentPartitionKey,ParentPartitionKey@type,ParentRowKey,ParentRowKey@type,ResourceType,ResourceType@type,Department,Department@type,Mail,Mail@type,Surname,Surname@type,UserType,UserType@type
Application,1282,2021-01-12T17:32:32.310Z,https://benny.biz/leverage/french-polynesia,Edm.String,false,Edm.Boolean,Towels 73853de4-d177-4c0e-bcc0-b1aa66615170,Edm.String,Application,Edm.String,,,,,,,,,,,,,,,,,,,,,,
Application,1294,2021-01-12T17:32:32.503Z,https://dessie.org/program,Edm.String,false,Edm.Boolean,Fish d1aa4392-27df-4b36-9f57-b95a8334b6b7,Edm.String,Application,Edm.String,,,,,,,,,,,,,,,,,,,,,,
Application,1307,2021-01-12T17:32:32.700Z,http://leda.com/marshall-islands/corner/directives,Edm.String,false,Edm.Boolean,Mouse d2c188aa-d878-44a1-9f52-3df447f59441,Edm.String,Application,Edm.String,,,,,,,,,,,,,,,,,,,,,,
Application,1320,2021-01-12T17:32:32.898Z,https://laurence.org/magenta,Edm.String,false,Edm.Boolean,Salad 0d6c1de3-633e-4db5-980e-08ba0f411585,Edm.String,Application,Edm.String,,,,,,,,,,,,,,,,,,,,,,
Group,170,2021-01-12T17:32:33.103Z,http://orin.name/senior,Edm.String,false,Edm.Boolean,Group Sleek Fresh Gloves 170,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=66,Edm.String,,,,,,,,,,,,,,,,,,
Group,174,2021-01-12T17:32:33.301Z,https://marjory.org/navigate,Edm.String,false,Edm.Boolean,Group Practical Rubber Chicken 174,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=1014,Edm.String,,,,,,,,,,,,,,,,,,
Group,178,2021-01-12T17:32:33.501Z,https://granville.name/e-business/ports/self-enabling,Edm.String,false,Edm.Boolean,Group Gorgeous Granite Hat 178,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=114,Edm.String,,,,,,,,,,,,,,,,,,
Group,183,2021-01-12T17:32:33.696Z,http://nichole.com/tasty/home-loan-account,Edm.String,false,Edm.Boolean,Group Generic Granite Towels 183,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=185,Edm.String,,,,,,,,,,,,,,,,,,
Group,187,2021-01-12T17:32:33.891Z,http://kobe.info/home-electronics--industrial,Edm.String,false,Edm.Boolean,Group Generic Frozen Bike 187,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=293,Edm.String,,,,,,,,,,,,,,,,,,
Group,193,2021-01-12T17:32:34.084Z,http://floyd.biz/incredible/row,Edm.String,false,Edm.Boolean,Group Handmade Wooden Chicken 193,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=593,Edm.String,,,,,,,,,,,,,,,,,,
Group,199,2021-01-12T17:32:34.279Z,http://arlie.net/arizona,Edm.String,false,Edm.Boolean,Group Sleek Soft Hat 199,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=834,Edm.String,,,,,,,,,,,,,,,,,,
Group,204,2021-01-12T17:32:34.473Z,http://ines.biz/array/rhode-island/checking-account,Edm.String,false,Edm.Boolean,Group Practical Plastic Bacon 204,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=900,Edm.String,,,,,,,,,,,,,,,,,,
Group,210,2021-01-12T17:32:34.669Z,https://billy.name/reactive/interactions/buckinghamshire,Edm.String,false,Edm.Boolean,Group Tasty Rubber Pizza 210,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=934,Edm.String,,,,,,,,,,,,,,,,,,
Group,215,2021-01-12T17:32:34.864Z,https://tyrell.com/tala,Edm.String,false,Edm.Boolean,Group Tasty Cotton Shoes 215,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=363,Edm.String,,,,,,,,,,,,,,,,,,
Group,220,2021-01-12T17:32:35.061Z,https://vladimir.biz/trace/fantastic-wooden-gloves,Edm.String,false,Edm.Boolean,Group Tasty Concrete Sausages 220,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=942,Edm.String,,,,,,,,,,,,,,,,,,
Group,226,2021-01-12T17:32:35.258Z,http://morton.biz/music-tools--grocery/delaware/metal,Edm.String,false,Edm.Boolean,Group Fantastic Granite Ball 226,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=792,Edm.String,,,,,,,,,,,,,,,,,,
Group,231,2021-01-12T17:32:35.455Z,https://diamond.org/village,Edm.String,false,Edm.Boolean,Group Fantastic Plastic Sausages 231,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=739,Edm.String,,,,,,,,,,,,,,,,,,
Group,236,2021-01-12T17:32:35.650Z,https://caitlyn.com/connect/connecting,Edm.String,false,Edm.Boolean,Group Awesome Steel Chair 236,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=61,Edm.String,,,,,,,,,,,,,,,,,,
Group,242,2021-01-12T17:32:35.844Z,https://amelie.com/schemas/emulation/centers,Edm.String,false,Edm.Boolean,Group Ergonomic Fresh Bike 242,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=924,Edm.String,,,,,,,,,,,,,,,,,,
Group,248,2021-01-12T17:32:36.038Z,http://orlando.org/generating,Edm.String,false,Edm.Boolean,Group Refined Wooden Ball 248,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=314,Edm.String,,,,,,,,,,,,,,,,,,
Group,252,2021-01-12T17:32:36.232Z,https://connor.com/divide/content/sdd,Edm.String,false,Edm.Boolean,Group Incredible Granite Pants 252,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=668,Edm.String,,,,,,,,,,,,,,,,,,
Group,257,2021-01-12T17:32:36.426Z,http://ari.net/tasty-granite-shoes/generate,Edm.String,false,Edm.Boolean,Group Handmade Frozen Pizza 257,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=525,Edm.String,,,,,,,,,,,,,,,,,,
Group,263,2021-01-12T17:32:36.620Z,http://felicia.name/communities/awesome-steel-cheese/buckinghamshire,Edm.String,false,Edm.Boolean,Group Handcrafted Fresh Pizza 263,Edm.String,Group,Edm.String,Mail Enabled,Edm.String,https://picsum.photos/640/480/?image=1068,Edm.String,,,,,,,,,,,,,,,,,,
Group,267,2021-01-12T17:32:36.813Z,http://krystina.com/systems/investment-account/mobile,Edm.String,false,Edm.Boolean,Group Tasty Metal Pants 267,Edm.String,Group,Edm.String,Security,Edm.String,https://picsum.photos/640/480/?image=155,Edm.String,,,,,,,,,,,,,,,,,,
GroupInApplication,1084,2021-01-12T17:32:37.006Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,236,Edm.String,Application,Edm.String,1078,Edm.String,,,,,,,,,,
GroupInApplication,1085,2021-01-12T17:32:37.202Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,263,Edm.String,Application,Edm.String,1078,Edm.String,,,,,,,,,,
GroupInApplication,1086,2021-01-12T17:32:37.398Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,257,Edm.String,Application,Edm.String,1078,Edm.String,,,,,,,,,,
GroupInApplication,1087,2021-01-12T17:32:37.591Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,170,Edm.String,Application,Edm.String,1078,Edm.String,,,,,,,,,,
GroupInApplication,1097,2021-01-12T17:32:37.786Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,193,Edm.String,Application,Edm.String,1093,Edm.String,,,,,,,,,,
GroupInApplication,1098,2021-01-12T17:32:37.982Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,210,Edm.String,Application,Edm.String,1093,Edm.String,,,,,,,,,,
GroupInApplication,1099,2021-01-12T17:32:38.175Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,226,Edm.String,Application,Edm.String,1093,Edm.String,,,,,,,,,,
GroupInApplication,1109,2021-01-12T17:32:38.370Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,204,Edm.String,Application,Edm.String,1103,Edm.String,,,,,,,,,,
GroupInApplication,1110,2021-01-12T17:32:38.565Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,183,Edm.String,Application,Edm.String,1103,Edm.String,,,,,,,,,,
GroupInApplication,1111,2021-01-12T17:32:38.758Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,226,Edm.String,Application,Edm.String,1103,Edm.String,,,,,,,,,,
GroupInApplication,1112,2021-01-12T17:32:38.965Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,183,Edm.String,Application,Edm.String,1103,Edm.String,,,,,,,,,,
GroupInApplication,1113,2021-01-12T17:32:39.161Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,242,Edm.String,Application,Edm.String,1103,Edm.String,,,,,,,,,,
GroupInApplication,1121,2021-01-12T17:32:39.357Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,236,Edm.String,Application,Edm.String,1117,Edm.String,,,,,,,,,,
GroupInApplication,1122,2021-01-12T17:32:39.557Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,193,Edm.String,Application,Edm.String,1117,Edm.String,,,,,,,,,,
GroupInApplication,1123,2021-01-12T17:32:39.753Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,215,Edm.String,Application,Edm.String,1117,Edm.String,,,,,,,,,,
GroupInApplication,1124,2021-01-12T17:32:39.951Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,236,Edm.String,Application,Edm.String,1117,Edm.String,,,,,,,,,,
GroupInApplication,1132,2021-01-12T17:32:40.143Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,252,Edm.String,Application,Edm.String,1128,Edm.String,,,,,,,,,,
GroupInApplication,1133,2021-01-12T17:32:40.337Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,252,Edm.String,Application,Edm.String,1128,Edm.String,,,,,,,,,,
GroupInApplication,1134,2021-01-12T17:32:40.531Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,257,Edm.String,Application,Edm.String,1128,Edm.String,,,,,,,,,,
GroupInApplication,1145,2021-01-12T17:32:40.737Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,242,Edm.String,Application,Edm.String,1139,Edm.String,,,,,,,,,,
GroupInApplication,1146,2021-01-12T17:32:40.940Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,236,Edm.String,Application,Edm.String,1139,Edm.String,,,,,,,,,,
GroupInApplication,1147,2021-01-12T17:32:41.137Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,183,Edm.String,Application,Edm.String,1139,Edm.String,,,,,,,,,,
GroupInApplication,1159,2021-01-12T17:32:41.330Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,174,Edm.String,Application,Edm.String,1153,Edm.String,,,,,,,,,,
GroupInApplication,1160,2021-01-12T17:32:41.524Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,248,Edm.String,Application,Edm.String,1153,Edm.String,,,,,,,,,,
GroupInApplication,1161,2021-01-12T17:32:41.716Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,242,Edm.String,Application,Edm.String,1153,Edm.String,,,,,,,,,,
GroupInApplication,1171,2021-01-12T17:32:41.912Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,174,Edm.String,Application,Edm.String,1165,Edm.String,,,,,,,,,,
GroupInApplication,1172,2021-01-12T17:32:42.108Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,174,Edm.String,Application,Edm.String,1165,Edm.String,,,,,,,,,,
GroupInApplication,1173,2021-01-12T17:32:42.301Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,267,Edm.String,Application,Edm.String,1165,Edm.String,,,,,,,,,,
GroupInApplication,1183,2021-01-12T17:32:42.494Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,204,Edm.String,Application,Edm.String,1179,Edm.String,,,,,,,,,,
GroupInApplication,1184,2021-01-12T17:32:42.688Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,187,Edm.String,Application,Edm.String,1179,Edm.String,,,,,,,,,,
GroupInApplication,1185,2021-01-12T17:32:42.885Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,257,Edm.String,Application,Edm.String,1179,Edm.String,,,,,,,,,,
GroupInApplication,1186,2021-01-12T17:32:43.081Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,226,Edm.String,Application,Edm.String,1179,Edm.String,,,,,,,,,,
GroupInApplication,1187,2021-01-12T17:32:43.275Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,267,Edm.String,Application,Edm.String,1179,Edm.String,,,,,,,,,,
GroupInApplication,1198,2021-01-12T17:32:43.468Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,170,Edm.String,Application,Edm.String,1192,Edm.String,,,,,,,,,,
GroupInApplication,1199,2021-01-12T17:32:43.664Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,204,Edm.String,Application,Edm.String,1192,Edm.String,,,,,,,,,,
GroupInApplication,1200,2021-01-12T17:32:43.858Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,193,Edm.String,Application,Edm.String,1192,Edm.String,,,,,,,,,,
GroupInApplication,1201,2021-01-12T17:32:44.055Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,204,Edm.String,Application,Edm.String,1192,Edm.String,,,,,,,,,,
GroupInApplication,1202,2021-01-12T17:32:44.248Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,215,Edm.String,Application,Edm.String,1192,Edm.String,,,,,,,,,,
GroupInApplication,1210,2021-01-12T17:32:44.462Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,174,Edm.String,Application,Edm.String,1206,Edm.String,,,,,,,,,,
GroupInApplication,1211,2021-01-12T17:32:44.656Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,252,Edm.String,Application,Edm.String,1206,Edm.String,,,,,,,,,,
GroupInApplication,1212,2021-01-12T17:32:44.850Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,174,Edm.String,Application,Edm.String,1206,Edm.String,,,,,,,,,,
GroupInApplication,1221,2021-01-12T17:32:45.044Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,199,Edm.String,Application,Edm.String,1216,Edm.String,,,,,,,,,,
GroupInApplication,1222,2021-01-12T17:32:45.237Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,252,Edm.String,Application,Edm.String,1216,Edm.String,,,,,,,,,,
GroupInApplication,1223,2021-01-12T17:32:45.437Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,257,Edm.String,Application,Edm.String,1216,Edm.String,,,,,,,,,,
GroupInApplication,1232,2021-01-12T17:32:45.631Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,215,Edm.String,Application,Edm.String,1227,Edm.String,,,,,,,,,,
GroupInApplication,1233,2021-01-12T17:32:45.825Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,178,Edm.String,Application,Edm.String,1227,Edm.String,,,,,,,,,,
GroupInApplication,1234,2021-01-12T17:32:46.019Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,252,Edm.String,Application,Edm.String,1227,Edm.String,,,,,,,,,,
GroupInApplication,1235,2021-01-12T17:32:46.212Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,193,Edm.String,Application,Edm.String,1227,Edm.String,,,,,,,,,,
GroupInApplication,1245,2021-01-12T17:32:46.408Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,242,Edm.String,Application,Edm.String,1240,Edm.String,,,,,,,,,,
GroupInApplication,1246,2021-01-12T17:32:46.601Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,193,Edm.String,Application,Edm.String,1240,Edm.String,,,,,,,,,,
GroupInApplication,1247,2021-01-12T17:32:46.796Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,178,Edm.String,Application,Edm.String,1240,Edm.String,,,,,,,,,,
GroupInApplication,1248,2021-01-12T17:32:46.991Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,226,Edm.String,Application,Edm.String,1240,Edm.String,,,,,,,,,,
GroupInApplication,1259,2021-01-12T17:32:47.183Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,178,Edm.String,Application,Edm.String,1253,Edm.String,,,,,,,,,,
GroupInApplication,1260,2021-01-12T17:32:47.381Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,174,Edm.String,Application,Edm.String,1253,Edm.String,,,,,,,,,,
GroupInApplication,1261,2021-01-12T17:32:47.574Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,199,Edm.String,Application,Edm.String,1253,Edm.String,,,,,,,,,,
GroupInApplication,1262,2021-01-12T17:32:47.767Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,204,Edm.String,Application,Edm.String,1253,Edm.String,,,,,,,,,,
GroupInApplication,1273,2021-01-12T17:32:47.961Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,267,Edm.String,Application,Edm.String,1268,Edm.String,,,,,,,,,,
GroupInApplication,1274,2021-01-12T17:32:48.153Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,183,Edm.String,Application,Edm.String,1268,Edm.String,,,,,,,,,,
GroupInApplication,1275,2021-01-12T17:32:48.349Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,248,Edm.String,Application,Edm.String,1268,Edm.String,,,,,,,,,,
GroupInApplication,1276,2021-01-12T17:32:48.541Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,257,Edm.String,Application,Edm.String,1268,Edm.String,,,,,,,,,,
GroupInApplication,1277,2021-01-12T17:32:48.734Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,263,Edm.String,Application,Edm.String,1268,Edm.String,,,,,,,,,,
GroupInApplication,1288,2021-01-12T17:32:48.927Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,267,Edm.String,Application,Edm.String,1282,Edm.String,,,,,,,,,,
GroupInApplication,1289,2021-01-12T17:32:49.122Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,183,Edm.String,Application,Edm.String,1282,Edm.String,,,,,,,,,,
GroupInApplication,1290,2021-01-12T17:32:49.316Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,170,Edm.String,Application,Edm.String,1282,Edm.String,,,,,,,,,,
GroupInApplication,1300,2021-01-12T17:32:49.509Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,170,Edm.String,Application,Edm.String,1294,Edm.String,,,,,,,,,,
GroupInApplication,1301,2021-01-12T17:32:49.703Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,187,Edm.String,Application,Edm.String,1294,Edm.String,,,,,,,,,,
GroupInApplication,1302,2021-01-12T17:32:49.897Z,,,false,Edm.Boolean,Owner,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,263,Edm.String,Application,Edm.String,1294,Edm.String,,,,,,,,,,
GroupInApplication,1303,2021-01-12T17:32:50.090Z,,,false,Edm.Boolean,Reader,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,170,Edm.String,Application,Edm.String,1294,Edm.String,,,,,,,,,,
GroupInApplication,1312,2021-01-12T17:32:50.283Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,215,Edm.String,Application,Edm.String,1307,Edm.String,,,,,,,,,,
GroupInApplication,1313,2021-01-12T17:32:50.476Z,,,false,Edm.Boolean,Contributor,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,178,Edm.String,Application,Edm.String,1307,Edm.String,,,,,,,,,,
GroupInApplication,1314,2021-01-12T17:32:50.670Z,,,false,Edm.Boolean,User Access Administrator,Edm.String,GroupInApplication,Edm.String,,,,,Group,Edm.String,252,Edm.String,Application,Edm.String,1307,Edm.String,,,,,,,,,,
